ticker,name,sector,industry,mcap,revenue,beta,de_ratio,cr_ratio,ebitda,total_debt,momentum,d_image,d_influence,d_sov,cgs,celebrity,leverage
MAA,Mid-America Apartment Communiti,Real Estate,REIT - Residential,15181692928,2209125888,0.789,93.305,0.071,1242407040.0,5429650944,-0.13789088667140348,0.6236559139784946,0.11956521739130435,0.44086021505376344,0.3946937821411875,0,4.370267367448272
MAC,Macerich Company (The),Real Estate,REIT - Retail,5816573952,1041060992,2.193,203.236,0.451,558641984.0,5135925248,0.5539531524863308,0.3118279569892473,0.8586956521739131,0.24731182795698925,0.4726118123733832,0,9.19358980366216
MAS,Masco Corporation,Industrials,Building Products & Equipment,13372913664,7561999872,1.291,4230.263,1.805,1414000000.0,3215000064,0.10327404185530309,0.5698924731182796,0.43478260869565216,0.7526881720430108,0.5857877512856475,0,2.2736917001414425
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,3330476544,4417781248,1.767,32.526,7.317,558390976.0,1029830976,0.19935961655737366,0.1827956989247312,0.5217391304347826,0.6344086021505376,0.4463144771700171,0,1.844282984974313
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,37178155008,6150000128,1.188,59.866,3.568,2108999936.0,6007000064,0.2761334473909325,0.8064516129032258,0.6413043478260869,0.7311827956989247,0.7263129188094125,1,2.848269438733639
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,29232515072,14299170816,1.8,83.945,1.323,1083725056.0,2799171072,2.193451309631855,0.7741935483870968,0.9782608695652174,0.8924731182795699,0.8816425120772947,1,2.5829162632187033
MYRG,"MYR Group, Inc.",Industrials,Engineering & Construction,5185100800,3657889024,1.065,15.673,1.334,229123008.0,103509000,1.8957281908064396,0.2903225806451613,0.9456521739130435,0.5913978494623656,0.6091242013401902,0,0.45176170173184876
NEN,New England Realty Associates L,Real Estate,Real Estate Services,206107648,90670504,0.166,,0.858,46486052.0,527596832,-0.23851019834829068,0.010752688172043012,0.03260869565217391,0.021505376344086023,0.021622253389434316,0,11.349572813797996
NHI,"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,4030365440,379292000,0.661,97.569,0.543,276768000.0,1524724992,0.17484450638513405,0.22580645161290322,0.4782608695652174,0.10752688172043011,0.2705314009661836,0,5.509036420395422
NLY,Annaly Capital Management Inc.,Real Estate,REIT - Mortgage,16246320128,2381701888,1.3,719.532,0.462,,116275740672,0.44841438688095336,0.6559139784946236,0.782608695652174,0.4731182795698925,0.6372136512388967,0,
NNN,"NNN REIT, Inc.",Real Estate,REIT - Retail,8492048896,926212992,0.834,109.349,0.116,837566592.0,4820424192,0.1479805983357687,0.3978494623655914,0.4673913043478261,0.20430107526881722,0.35651394732741154,0,5.7552727604493565
NSA,National Storage Affiliates Tru,Real Estate,REIT - Industrial,6349739520,745601984,1.109,127.046,0.158,453913984.0,2009383040,0.28333546522439224,0.34408602150537637,0.6739130434782609,0.17204301075268819,0.3966806919121085,0,4.426792544025258
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,19745568768,10438105088,1.072,28.342,6.211,1814019968.0,1095367040,-0.012948359564104228,0.7096774193548387,0.30434782608695654,0.8387096774193549,0.6175783076203833,0,0.6038340587880453
O,Realty Income Corporation,Real Estate,REIT - Retail,59844681728,5762706944,0.796,73.505,1.245,5113515008.0,29492946944,0.17617574808269332,0.8924731182795699,0.4891304347826087,0.6881720430107527,0.6899251986909771,1,5.76764650105824
OC,Owens Corning Inc,Industrials,Building Products & Equipment,9972734976,10103000064,1.341,146.545,1.258,2262000128.0,5704999936,-0.07827869587210434,0.4731182795698925,0.21739130434782608,0.8279569892473119,0.5061555243883434,0,2.5221041614370767
OHI,"Omega Healthcare Investors, Inc",Real Estate,REIT - Healthcare Facilities,13875150848,1190098944,0.58,79.022,1.101,1069187968.0,4299183104,0.28832971845359645,0.5913978494623656,0.6847826086956522,0.2903225806451613,0.5221676796010597,0,4.02097968988742
PDM,"Piedmont Realty Trust, Inc.",Real Estate,REIT - Office,1010778624,564993984,1.272,148.648,1.34,261710000.0,2224823040,0.2347561664821709,0.043010752688172046,0.5978260869565217,0.15053763440860216,0.26379149135109864,0,8.5011006075427
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,24930367488,17311952896,1.341,18.453,7.55,3189655040.0,2396206080,0.3524967725616348,0.7634408602150538,0.7065217391304348,0.9247311827956989,0.7982312607137292,1,0.7512430184299804
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,131826737152,9376112640,1.412,59.828,0.247,6485576192.0,34669592576,0.4698186619940199,0.989247311827957,0.8260869565217391,0.8172043010752689,0.8775128564749884,1,5.345645714372328
PRIM,Primoris Services Corporation,Industrials,Engineering & Construction,8915934208,7574900224,1.39,56.568,1.262,505800000.0,950899968,1.9262587585420223,0.43010752688172044,0.9565217391304348,0.7634408602150538,0.7166900420757364,1,1.8799920284697509
PSA,Public Storage,Real Estate,REIT - Industrial,54011723776,4833717248,0.999,109.763,0.261,3406733056.0,10253881344,0.09923377424027291,0.8709677419354839,0.42391304347826086,0.6451612903225806,0.6466806919121084,0,3.009886943134766
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,90693533696,28479696896,1.106,71.102,1.136,2497410048.0,6418954240,1.266120611744296,0.956989247311828,0.9239130434782609,0.956989247311828,0.9459638460339722,1,2.570244419870293
RC,Ready Capital Corporation,Real Estate,REIT - Mortgage,317972000,-58017000,1.499,360.711,7.524,,5957611008,-0.5111468277255464,0.021505376344086023,0.010869565217391304,0.010752688172043012,0.014375876577840114,0,
REG,Regency Centers Corporation,Real Estate,REIT - Retail,15001389056,1611042944,0.922,69.389,0.618,1023337984.0,4983275008,0.1787853120811358,0.6129032258064516,0.5,0.3225806451612903,0.47849462365591394,0,4.869627714317306
RITM,Rithm Capital Corp.,Real Estate,REIT - Mortgage,5675186688,3780457984,1.19,432.765,1.021,,40051159040,0.09369372104630336,0.3010752688172043,0.391304347826087,0.6021505376344086,0.4315100514259,0,
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,5084518400,775760000,0.652,89.864,1.805,447111008.0,2537555968,0.2054797101753243,0.27956989247311825,0.532608695652174,0.1827956989247312,0.3316580956833411,0,5.675449547419777
SKT,Tanger Inc.,Real Estate,REIT - Retail,4220005376,595142016,1.183,229.964,1.321,320079008.0,1690477952,0.18938295497926894,0.24731182795698925,0.5108695652173914,0.16129032258064516,0.3064905719183419,0,5.281439612559659
SKY,"Champion Homes, Inc.",Consumer Cyclical,Residential Construction,4570045440,2636228096,1.114,7.481,2.715,308456992.0,119114000,0.013198115689700751,0.26881720430107525,0.32608695652173914,0.4838709677419355,0.35959170952158326,0,0.38616080390228275
SLG,SL Green Realty Corp,Real Estate,REIT - Office,3074159872,938187008,1.594,149.839,1.28,354297504.0,6535283200,-0.11127241862283432,0.16129032258064516,0.16304347826086957,0.21505376344086022,0.17979585476079166,0,18.445750044008214
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,78047035392,6364505088,1.403,435.463,0.236,4703565824.0,29199513600,0.44876226335194835,0.9139784946236559,0.7934782608695652,0.7419354838709677,0.8164640797880628,1,6.207952581636923
STWD,"STARWOOD PROPERTY TRUST, INC. S",Real Estate,REIT - Mortgage,6938203136,547932032,1.093,297.045,10.721,,22247229440,0.08930403326569003,0.3763440860215054,0.3695652173913043,0.13978494623655913,0.2952314165497896,0,
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,16470789120,2298500096,0.894,60.914,1.282,1009000000.0,4308299776,0.12866476957382722,0.6666666666666666,0.44565217391304346,0.45161290322580644,0.5213105812685055,0,4.269870937561943
TMHC,Taylor Morrison Home Corporatio,Consumer Cyclical,Residential Construction,5968833536,8121480192,1.581,37.447,6.76,1204220032.0,2362631936,0.09620837061123089,0.3225806451612903,0.41304347826086957,0.7849462365591398,0.5068567866604332,0,1.9619603338403857
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,14118207488,11253219328,1.485,33.896,4.472,1890153984.0,2854019072,0.5803501679720151,0.6021505376344086,0.8695652173913043,0.8709677419354839,0.7808944989870655,1,1.5099399816941053
TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,4376844800,1174267008,1.609,18.113,1.238,320217984.0,187334000,-0.2175868037405847,0.25806451612903225,0.05434782608695652,0.26881720430107525,0.19374318217235467,0,0.5850202342164518
TT,Trane Technologies plc,Industrials,Building Products & Equipment,105785032704,21321900032,1.212,63.247,1.251,4212900096.0,5439799808,0.44234165849645324,0.967741935483871,0.7608695652173914,0.9354838709677419,0.8880317905563347,1,1.2912244971498132
UDR,"UDR, Inc.",Real Estate,REIT - Residential,13184647168,1748904960,0.72,144.726,0.156,1035198016.0,6004332032,-0.09171055895113145,0.5591397849462365,0.1956521739130435,0.3548387096774194,0.36987688951223313,0,5.800177298639645
USLM,"United States Lime & Minerals, ",Basic Materials,Building Materials,3666613504,372727008,0.916,0.636,19.267,183078000.0,4013000,0.5166641600860862,0.21505376344086022,0.8478260869565217,0.08602150537634409,0.382967118591242,0,0.021919618960224603
VMC,Vulcan Materials Company (Holdi,Basic Materials,Building Materials,38013255680,7941100032,1.095,57.785,2.686,2311300096.0,4940000256,0.2270472896725395,0.8279569892473119,0.5760869565217391,0.7741935483870968,0.7260791647187159,1,2.137325336744156
VNO,Vornado Realty Trust,Real Estate,REIT - Office,5994961920,1864571008,1.512,116.655,1.478,788113024.0,7937825792,-0.12390055682825274,0.3333333333333333,0.13043478260869565,0.3870967741935484,0.2836216300451924,0,10.07193835182706
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,38890508288,5817438208,0.768,101.996,0.341,2213199872.0,13219617792,0.28039441508789453,0.8387096774193549,0.6630434782608695,0.6989247311827957,0.7335592956210067,1,5.973079051398029
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,143107751936,10838034432,0.821,49.488,1.697,2664593920.0,21380294656,0.44584296244488497,1.0,0.7717391304347826,0.8602150537634409,0.8773180613994079,1,8.023847272007586
WPC,W. P. Carey Inc. REIT,Real Estate,REIT - Diversified,16075877376,1705649024,0.794,109.058,0.84,1414514944.0,8870966272,0.2542414231205177,0.6451612903225806,0.6195652173913043,0.34408602150537637,0.536270843073087,0,6.271383918302386
