ticker,name,sector,industry,mcap,revenue,beta,de_ratio,cr_ratio,ebitda,total_debt,momentum,d_image,d_influence,d_sov,cgs,celebrity,leverage
ABR,Arbor Realty Trust,Real Estate,REIT - Mortgage,1701488384,545337024,1.308,362.191,2.523,,11108937728,-0.16637594681968326,0.0967741935483871,0.08695652173913043,0.12903225806451613,0.10425432445067788,0,
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,12192761856,1796999936,1.361,688.679,0.183,,85347999744,0.491982609070166,0.5376344086021505,0.8369565217391305,0.3655913978494624,0.5800607760635811,0,
AGX,"Argan, Inc.",Industrials,Engineering & Construction,8542947840,944606016,0.459,1.382,1.592,136988992.0,6387000,3.2193402235995636,0.41935483870967744,0.9891304347826086,0.22580645161290322,0.5447639083683965,0,0.0466241842264231
AIV,Apartment Investment and Manage,Real Estate,REIT - Residential,603676480,138486000,1.285,157.477,1.52,13206000.0,870668032,0.010879242697097613,0.03225806451612903,0.31521739130434784,0.03225806451612903,0.12657784011220197,0,65.929731334242
AMH,American Homes 4 Rent,Real Estate,REIT - Residential,12745804800,1850233984,0.805,66.32,2.187,952006976.0,5112930816,-0.12329097907945474,0.5483870967741935,0.14130434782608695,0.3763440860215054,0.35534517687392864,0,5.370686292113893
AMRZ.SW,AMRIZE N,Basic Materials,Building Materials,24600858624,11815000064,,47.857,1.638,2863000064.0,6343000064,,0.7526881720430108,,0.8817204301075269,0.8172043010752688,1,2.2155081810015633
AMT,American Tower Corporation (REI,Real Estate,REIT - Specialty,82454233088,10644599808,0.93,434.211,0.397,6907700224.0,44963901440,-0.1540268015001064,0.9354838709677419,0.09782608695652174,0.8494623655913979,0.6275907745052205,0,6.509243305576313
ARE,Alexandria Real Estate Equities,Real Estate,REIT - Office,8154735616,3016924928,1.343,66.615,1.617,1939510016.0,12761098240,-0.3290035138988181,0.3870967741935484,0.021739130434782608,0.5268817204301075,0.3119058750194795,0,6.579547480924171
ARI,Apollo Commercial Real Estate F,Real Estate,REIT - Mortgage,1532796672,268360000,1.515,428.04,10.966,,7944802816,0.458829378386709,0.07526881720430108,0.8152173913043478,0.053763440860215055,0.31474988312295465,0,
ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,2149044480,377436000,1.406,794.369,1.139,,17961099264,0.44962984318979404,0.11827956989247312,0.8043478260869565,0.0967741935483871,0.3398005298426056,0,
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,24333199360,3041189120,0.763,80.256,0.406,1846987008.0,9497797632,-0.09903061397098889,0.7419354838709677,0.18478260869565216,0.5376344086021505,0.4881175003895901,0,5.142319675699635
BLD,TopBuild Corp.,Industrials,Engineering & Construction,13383715840,5409085952,1.79,136.052,1.935,1016305024.0,3151186944,0.7163529255768495,0.5806451612903226,0.8804347826086957,0.6666666666666666,0.7092488701885616,1,3.1006310798282546
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,9875927040,15190637568,1.636,117.187,1.859,1377708032.0,5100271104,-0.21908673004705248,0.46236559139784944,0.043478260869565216,0.9032258064516129,0.46968988623967584,0,3.7019970745151323
BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,3357898752,439948000,1.036,461.662,94.519,,16178449408,0.2060609591203424,0.1935483870967742,0.5543478260869565,0.11827956989247312,0.2887252610254013,0,
BXP,"BXP, Inc.",Real Estate,REIT - Office,10318221312,3153085952,1.047,225.995,0.923,1610951040.0,17367017472,-0.03296312092808573,0.4838709677419355,0.25,0.5591397849462365,0.43100358422939067,0,10.780599186925011
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,44093739008,40549998592,1.348,106.244,1.095,2222000128.0,10227000320,0.29739842322823007,0.8494623655913979,0.6956521739130435,1.0,0.8483715131681472,1,4.602610139903646
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,37279301632,4264000000,0.964,,0.255,2776000000.0,29565999104,-0.11489571474205673,0.8172043010752689,0.15217391304347827,0.6236559139784946,0.5310113760324139,0,10.65057604610951
CCS,"Century Communities, Inc.",Real Estate,Real Estate - Development,1848339072,4117816064,1.559,56.131,6.282,235624992.0,1454755968,0.0829822662917834,0.10752688172043011,0.34782608695652173,0.6129032258064516,0.3560853981611345,0,6.174030843044018
CPT,Camden Property Trust,Real Estate,REIT - Residential,10772691968,1586766976,0.848,88.402,0.029,899886976.0,3923490048,-0.028819808843522643,0.4946236559139785,0.2608695652173913,0.3118279569892473,0.3557737260402057,0,4.359980922759793
CRH,CRH PLC,Basic Materials,Building Materials,78186127360,37447000064,1.241,77.341,1.743,7500000256.0,19704999936,0.40934589406908084,0.9247311827956989,0.7391304347826086,0.989247311827957,0.8843696431354214,1,2.627333235120359
CUBE,CubeSmart,Real Estate,REIT - Industrial,9058595840,1125570048,1.134,126.45,0.092,709510016.0,3517945088,0.07422403972857938,0.44086021505376344,0.33695652173913043,0.25806451612903225,0.34529375097397536,0,4.958274032314718
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,4149431552,2202736128,1.332,3.816,2.485,251744000.0,41566000,0.13017268956861594,0.23655913978494625,0.45652173913043476,0.43010752688172044,0.37439613526570054,0,0.16511217745010803
DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,2177017088,1003982016,1.137,160.179,0.38,584553984.0,5566114816,-0.17596352321211217,0.12903225806451613,0.07608695652173914,0.23655913978494625,0.14722611812373385,0,9.521985938598958
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,47673376768,33524299776,1.445,22.872,6.332,4466100224.0,5616200192,0.27957564491189824,0.8602150537634409,0.6521739130434783,0.978494623655914,0.8302945301542777,1,1.2575177247074696
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,71870578688,6080705024,1.091,81.655,1.3,2779584000.0,20287967232,0.39208971913081836,0.9032258064516129,0.7282608695652174,0.7204301075268817,0.7839722611812373,1,7.298922152379637
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,11537783808,2822512128,1.079,122.183,1.218,1555854976.0,10144153600,-0.021649943652789827,0.5161290322580645,0.29347826086956524,0.5053763440860215,0.43832787907121706,0,6.519986603172968
DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage,2844487168,303961984,0.978,773.888,0.066,,21059577856,0.37888395271690145,0.15053763440860216,0.717391304347826,0.06451612903225806,0.31081502259622873,0,
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,12115657728,5545911808,1.382,160.935,2.738,713433024.0,2992005888,1.6552328286276263,0.5268817204301075,0.9347826086956522,0.6774193548387096,0.7130278946548231,1,4.193814678250723
EFC,Ellington Financial Inc.,Real Estate,REIT - Mortgage,1619814016,329387008,0.938,909.661,8.946,,17021159424,0.20556846981919685,0.08602150537634409,0.5434782608695652,0.07526881720430108,0.23492286115007013,0,
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,37174693888,16986422272,1.112,12.913,1.22,1764573056.0,474556992,1.198206924262394,0.7956989247311828,0.9130434782608695,0.9139784946236559,0.874240299205236,1,0.26893587113686496
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,108400033792,9260000256,0.998,160.291,1.316,4072000000.0,22726000640,0.42956342361246946,0.978494623655914,0.75,0.8064516129032258,0.8449820788530467,1,5.58104141453831
EQR,Equity Residential,Real Estate,REIT - Residential,24158322688,3093958912,0.744,74.323,0.107,1882163968.0,8479584768,-0.028801293016289198,0.7311827956989247,0.2717391304347826,0.5483870967741935,0.517103007635967,0,4.505231697220547
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,17595148288,1935442944,0.725,119.433,0.154,1255431936.0,6851756032,-0.02315372603253707,0.6989247311827957,0.2826086956521739,0.3978494623655914,0.45979429640018693,0,5.457688175299055
EXP,Eagle Materials Inc,Basic Materials,Building Materials,6606440960,2299727104,1.392,120.567,4.274,731608000.0,1800812032,-0.043164033146787184,0.3655913978494624,0.2391304347826087,0.46236559139784944,0.3556958080099735,0,2.4614438770489113
EXR,Extra Space Storage Inc,Real Estate,REIT - Industrial,31802204160,3446356992,1.274,98.679,0.758,2268752896.0,14134830080,0.0894358652972711,0.7849462365591398,0.3804347826086957,0.5698924731182796,0.5784244974287049,0,6.23022018172225
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,59004571648,9101640704,1.598,45.489,1.211,1454573952.0,303920992,3.8421747379418143,0.8817204301075269,1.0,0.7956989247311828,0.89247311827957,1,0.20894158841639976
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,9699558400,1280894976,0.992,143.64,0.371,814518976.0,5028306944,0.2535300160018934,0.45161290322580644,0.6086956521739131,0.3010752688172043,0.4537946080723079,0,6.173345363533924
GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,Residential Construction,3092686336,2098471040,1.992,17.016,8.7,414553984.0,328912992,0.2656978996649788,0.17204301075268819,0.6304347826086957,0.40860215053763443,0.4036933146330061,0,0.7934141383140103
HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,2679553280,808481024,1.066,149.2,2.378,469462016.0,3634000896,-0.05990578479008046,0.13978494623655913,0.22826086956521738,0.1935483870967742,0.18719806763285027,0,7.740777255981451
HR,Healthcare Realty Trust Incorpo,Real Estate,REIT - Healthcare Facilities,6447246848,1180358016,0.803,88.769,0.733,703886016.0,4151403008,0.23200747901786167,0.3548387096774194,0.5869565217391305,0.27956989247311825,0.4071217079632227,0,5.897834185698612
IBP,"Installed Building Products, In",Consumer Cyclical,Residential Construction,8502034432,2970800128,1.985,139.696,3.029,496000000.0,991699968,0.9811454256952115,0.40860215053763443,0.9021739130434783,0.5161290322580645,0.6089683652797258,0,1.9993950967741936
IESC,"IES Holdings, Inc.",Industrials,Engineering & Construction,11182398464,3492879104,1.672,6.816,1.803,456259008.0,65793000,2.0233881382342895,0.5053763440860215,0.967391304347826,0.5806451612903226,0.6844709365747234,0,0.1442009885753313
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,16496081920,2717689088,0.816,88.124,2.423,1490493952.0,8431642112,-0.1482102885114529,0.6774193548387096,0.10869565217391304,0.4946236559139785,0.42691288764220037,0,5.65694486763003
JCI,Johnson Controls International ,Industrials,Building Products & Equipment,85499527168,23967000576,1.402,73.339,0.994,4134000128.0,9704999936,0.8473012111282361,0.946236559139785,0.8913043478260869,0.946236559139785,0.927925822035219,1,2.3476051367940354
KBH,KB Home,Consumer Cyclical,Residential Construction,3491202048,5921447936,1.502,49.85,7.795,509054016.0,1921730944,0.08715159530625072,0.20430107526881722,0.358695652173913,0.7096774193548387,0.4242247155991897,0,3.7751022162646097
KIM,Kimco Realty Corporation (HC),Real Estate,REIT - Retail,16057539584,2140115968,1.051,78.678,0.488,1310023040.0,8314580992,0.2248628623879545,0.6344086021505376,0.5652173913043478,0.41935483870967744,0.5396602773881877,0,6.346896762976016
LADR,Ladder Capital Corp,Real Estate,REIT - Mortgage,1296768384,215380000,1.028,237.937,3.077,,3524701952,0.09423405521690831,0.06451612903225806,0.40217391304347827,0.043010752688172046,0.1699002649213028,0,
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,23389718528,33174865920,1.487,24.992,8.328,2482646016.0,5506315776,-0.0852668798387477,0.7204301075268817,0.20652173913043478,0.967741935483871,0.6315645940470626,0,2.217922225123213
LGIH,"LGI Homes, Inc.",Consumer Cyclical,Residential Construction,1056256704,1705504000,1.857,79.28,50.997,87557000.0,1661942016,-0.17999284778137525,0.053763440860215055,0.06521739130434782,0.3333333333333333,0.15077138849929872,0,18.981258106147994
LII,"Lennox International, Inc.",Industrials,Building Products & Equipment,17088965632,5195299840,1.21,152.24,1.597,1154800000.0,1770700032,-0.10154913168124924,0.6881720430107527,0.17391304347826086,0.6559139784946236,0.5059996883278791,0,1.533339134049186
