path_a_coef,path_a_p,path_c_coef,path_c_p,path_c_prime_coef,path_c_prime_p,path_b_coef,path_b_p,suppression,sobel_z,sobel_p,n
3.8254160577579865,0.147919210690575,0.9595640660128429,0.12386657027835056,1.203675723938674,0.050793274424047824,-0.06381310012822462,0.018780171146070425,True,-1.249195089615236,0.2115937275612807,78
