did1_coef,did1_t,did1_p,did2_coef,did2_t,did2_p,n_obs,n_firms
0.008357857924290434,2.964963182873704,0.0030271915581227974,0.008366814469168786,2.9624787274461033,0.0030517289577714564,11283,92
